Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City,State,Zip,Inspection Date,Inspection Type,Results,Violations,Latitude,Longitude,Location
567590,J V ENTERPRISES INC,MARQUETTE INN,1447,Restaurant,Risk 1 (High),60 W ADAMS ST,CHICAGO,IL,60603,09/02/2011,Canvass,Fail,"2. FACILITIES TO MAINTAIN PROPER TEMPERATURE - Comments: All food establishments that display, prepare, or store potentially hazardous food shall have adequate refrigerated food storage facilities.  
FOUND PREP COOLER AIR TEMP AT 65.3F IN FIRST FLOOR KITCHEN WHERE POTENTIALLY HAZARDOUS FOODS ARE STORED, INSTRUCTED TO MAINTAIN ALL COOLER TEMPS AT 40F OR LOWER. COOLER IS TAGGED NOT ALLOWED TO USE, MUST FAX A TAG REMOVAL REQUEST WHEN READY. | 3. POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE - Comments: All cold food shall be stored at a temperature of 40F or less. All hot food shall be stored at a temperature of 140F or higher. 
FOUND THE FOLLOWING FOOD ITEMS HELD AT IMPROPER TEMPERATURE: 2LBS OF SLICED DELI MEAT AT 54.3F, BEEF AT 53.4F, 5LBS SAUSAGE PATTIES AT 98.4F, 4LBS SAUSAGE LINKS AT 112.3F SOME FOODS STORED AT SAID COOLER AND SOME WHERE STORED AT ROOM TEMPERATURE. INSTRUCTED MGR TO KEEP POTENTIALLY HAZARDOUS FOODS AT PROPER HOLDING TEMPERATURE.  | 29. PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090 - Comments: A separate and distinct offense shall be deemed to have been committed for each Minor violation that is not corrected upon re-inspection by  
the health authority. 
PREVIOUS MINOR VIOLATIONS NOT CORRECTED FROM INSPECTION REPORT #409265, DATED ON 09/02/2010, FOR VIOLATIONS #33 MUST CLEAN SHELVES THRU-OUT PREP AREAS, UNDER GRILLS AND FOOD PREP TABLES, GREASE AND FOOD DEBRIS BUILD-UP NOTED, #34 MUST CLEAN FLOORS BEHIND PREP AREAS. 
#35 HEAVY GREASE AND FOOD DEBRIS BUILD-UP ON KITCHEN WALLS AND BEHIND PREP TABLES, INSTRUCTED TO CLEAN AND MAINTAIN. 
INSTRUCTED MGR TO CORRECT ALL VIOLATIONS WITHIN GIVEN TIME FRAME.",41.879535234081224,-87.63002421135039,"(41.879535234081224, -87.63002421135039)"
1345503,J V ENTERPRISES INC,MARQUETTE INN,1448,Restaurant,Risk 3 (Low),60 W ADAMS ST,CHICAGO,IL,60603,08/30/2013,Canvass,Out of Business,,41.879535234081224,-87.63002421135039,"(41.879535234081224, -87.63002421135039)"
2129732,BLACKIE'S,BLACKIE'S,1491,Restaurant,Risk 1 (High),755 S CLARK ST,CHICAGO,IL,60605,12/27/2017,Canvass,Out of Business,,41.872361365803386,-87.63046720465887,"(41.872361365803386, -87.63046720465887)"
1114812,BLACKIE'S,BLACKIE'S,1491,Restaurant,Risk 1 (High),755 S CLARK ST,CHICAGO,IL,60605,05/07/2013,Canvass,Fail,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: FOUND LIVE SMALL FLIES ON THE PREMISES-10 IN THE 1ST FL BAR AREA AND 10 IN THE REAR PREP AREA. INSTRUCTED TO ELIMINATE ALL PEST ACTIVITY, CLEAN AFFECTED AREAS AND RECOMMENDED CONTACTING PEST CONTROL FOR ASSISTANCE. SERIOUS VIOLATION 7-38-020 | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: MUST DATE/LABEL POTENTIALLY HAZARDOUS FOODS IN WALK IN/PREP COOLERS IN BASEMENT AND 1ST FL PREP AREA. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: MUST PROVIDE A BARRIER TO SEPARATE BEVERAGE LINES FROM CONSUMABLE ICE IN 1ST FL BAR AREA OR REROUTE LINES. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST DETAIL CLEAN AND MAINTAIN THE FOLLOWING: INTERIOR OF FRYERS, ICE MACHINES, MEAT SLICER, CAN OPENER AND STORAGE RACKS IN BASEMENT AND 1ST FL PREP AREAS. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST DETAIL CLEAN AND MAINTAIN FLOORS IN BASEMENT STORAGE AREA, IN ALL CORNERS AND UNDER/AROUND ALL HEAVY EQUIPMENT. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: MUST FIX THE LEAK AT THE ELBOW OF THE FAUCET ON THE 3-COMP SINK IN THE BANQUET/PARTY ROOM IN THE BASEMENT. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: MUST ELIMINATE CLUTTER AND ORGANIZE VARIOUS STORAGE AREAS IN THE BASEMENT AND MAINTAIN. | 43. FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED - Comments: MUST STORE ALL WASH CLOTHS IN SANITIZING SOLUTION WHEN NOT IN USE. | 44. ONLY AUTHORIZED PERSONNEL IN THE FOOD-PREP AREA - Comments: OBSERVED A LITTLE GIRL IN THE PREP AREA, INSTRUCTED ONLY AUTHORIZED PERSONNEL IN THE FOOD PREP AREA. | 42. APPROPRIATE METHOD OF HANDLING OF FOOD (ICE) HAIR RESTRAINTS AND CLEAN APPAREL WORN - Comments: MUST STORE ALL ICE SCOOPS IN A BIN OR HANDLES UP IN ICE WHEN NOT IN USE. | 6. HANDS WASHED AND CLEANED, GOOD HYGIENIC PRACTICES; NO BARE HAND CONTACT WITH READY-TO-EAT FOODS. - Comments: POOR HYGIENIC PRACTICES-OBSERVED FOOD HANDLER MULTI-TASKING, ANSWERING PHONE AND THEN HANDLE READY TO EAT FOOD (CAKE.) INSTRUCTED TO WASH HANDS WHEN MULTI TASKING AND HANDLING FOOD. CRITICAL VIOLATION 7-38-010(A)",41.872361365803386,-87.63046720465887,"(41.872361365803386, -87.63046720465887)"
1537717,EXCHEQUER RESTAURANT,EXCHEQUER RESTAURANT,1732,Restaurant,Risk 1 (High),224-226 S WABASH AVE,CHICAGO,IL,60604,05/06/2015,Complaint,Fail,"6. HANDS WASHED AND CLEANED, GOOD HYGIENIC PRACTICES; NO BARE HAND CONTACT WITH READY-TO-EAT FOODS. - Comments: OBSERVED EMPLOYEES WASHING THE GLOVES THEY WERE WEARING AND GOING BACK TO HANDLING FOOD AND HANDLING SOILED WIPING CLOTHS THEN WENT BACK TO HANDLING FOOD. INSTRUCTED TO NOT WASH THEIR GLOVES AND TO REMOVE THE GLOVES AND WASH THEIR HANDS WITH HAND SOAP, HOT WATER AND PAPER TOWELS THEN TO PUT ON NEW GLOVES. CRITICAL VIOLATION 7-38-010(A) | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: OBSERVED APPROXIMATELY 5 LIVE FRUIT FLIES IN THE DISHROOM ON THE WALLS OVER THE MOP SINK. ALSO 8 LIVE FRUIT FLIES FLYING AROUND THE PRODUCE IN THE REAR STORAGE ACROSS FROM THE WALK IN COOLER AND WALK IN FREEZER. INSTRUCTED TO PROVIDE ADDITIONAL PEST CONTROL TO MINIMIZE AND/OR ELIMINATE THE PEST ACTIVITY. SERIOUS VIOLATION 7-38-020 | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED ALL CEILING VENTS IN THE PREP ARE WITH ACCUMULATED DUST. INSTRUCTED TO CLEAN AND MAINTAIN ALL CEILING VENTS. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: OBSERVED PREP AREA 3 COMPARTMENT SINKS WITH NO DRAIN PLUGS. INSTRUCTED TO PROVIDE AND MAINTAIN DRAIN PLUGS TO ADEQUATELY DO DISHES. | 42. APPROPRIATE METHOD OF HANDLING OF FOOD (ICE) HAIR RESTRAINTS AND CLEAN APPAREL WORN - Comments: OBSERVED FOOD HANDLERS WITHOUT HAIR RESTRAINTS. INSTRUCTED TO PROVIDE AND MAINTAIN HAIR RESTRAINTS WHILE HANDLING FOOD. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED NO SPLASH GUARD BETWEEN THE REAR 3 COMPARTMENT SINK AND EXPOSED HAND SINK. INSTRUCTED TO INSTALL AND MAINTAIN A SPLASH GUARD TO PREVENT WATER FROM SPLASHING INTO THE 3 COMPARTMENT SINK.",41.87890403884019,-87.62625048034315,"(41.87890403884019, -87.62625048034315)"
284802,EXCHEQUER RESTAURANT,EXCHEQUER RESTAURANT,1732,Restaurant,Risk 1 (High),224-226 S WABASH AVE,CHICAGO,IL,60604,08/26/2010,Canvass,Fail,"29. PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090 - Comments: A separate and distinct offense shall be deemed to have been committed for each Minor violation that is not corrected upon re-inspection by  
the health authority. 
 
Found previous minor violation not corrected from report # 159411 dated 6-16-09. Violation 38. Found no back flow prevention devices for ice machine, coffee machine, and soda machine.serious violation. citation issued. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair. 
 
Found floors not clean at main kitchen areas along walls/under equipment. | 31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: Containers and utensils shall be inverted, covered, or otherwise protected from contamination until used.  All single-service drinking straws and containers shall be discarded immediately after use. 
 
Found containers on shelving units not stored properly. (must store inverted)",41.87890403884019,-87.62625048034315,"(41.87890403884019, -87.62625048034315)"
1689270,BISTRO 151/BAR AT 151,AMERICAN CRAFT,1922,Restaurant,Risk 1 (High),151 E WACKER DR,CHICAGO,IL,60601,03/18/2016,Complaint,Fail,"8. SANITIZING RINSE FOR EQUIPMENT AND UTENSILS:  CLEAN, PROPER TEMPERATURE, CONCENTRATION, EXPOSURE TIME - Comments: Observed employee washing dishes at 3 compartment sink without sanitizer. 
technician was called in and turn on the sanitizing solution valve. Citation issued 7-38-030 critical violation. | 11. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED - Comments: Observed hand sink in the omelet food preparation area without cold water-hot water at 123.6F. sink was repaired during the inspection Citation issued 7-38-030 critical violation. | 19. OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED - Comments: Observed waste water and accumulated garbage under and around dumpsters, instructed to clean all affected areas. Citation issued 7-38-020, serious violation. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: Clean utensils stored in the hand sink cabinet, under the waste waste water pipe. Must remove. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: Observed broken floor around east side compactor/dumpster, instructed to repair floor, also waste water is not draining into the floor drain under west side dumpster, instructed to service drainage system.",41.88799988734853,-87.62256513255957,"(41.88799988734853, -87.62256513255957)"
1383451,BISTRO 151/BAR AT 151,AMERICAN CRAFT,1922,Restaurant,Risk 1 (High),151 E WACKER DR,CHICAGO,IL,60601,11/10/2014,Complaint,Fail,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: INADEQUATE INSECTS CONTROL, FOUND 6 LIVE COCKROACHES BEHIND PREP TABLE IN MAIN KITCHEN, INSTRUCTED TO ELIMINATE INSECTS ACTIVITY IN ALL AFFECTED AREAS, PEST CONTROL SERVICE RECOMMENDED. SERIOUS CITATION ISSUED. 7-38-020 | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: DUSTY FAN COVERS AT KITCHEN WALLS, INSTRUCTED TO CLEAN AND MAINTAIN.",41.88799988734853,-87.62256513255957,"(41.88799988734853, -87.62256513255957)"
1345389,NETWORKS BAR/GRILL,BISTRO 151,1922,Restaurant,Risk 1 (High),151 E WACKER DR,CHICAGO,IL,60601,07/18/2013,Canvass,Out of Business,,41.88799988734853,-87.62256513255957,"(41.88799988734853, -87.62256513255957)"
567500,NETWORKS BAR/GRILL,BISTRO 151,1922,Restaurant,Risk 1 (High),151 E WACKER DR,CHICAGO,IL,60601,07/18/2011,Canvass,Fail,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: All necessary control measures shall be used to effectively minimize or eliminate the presence of rodents, roaches, and other vermin and insects on the premises of all food establishments, in food-transporting vehicles, and in vending machines. 
FOUND ABOUT 15 LIVE COCKROACHES CRAWLING UNDER PREP TABLES AND ON KITCHEN WALLS, 
ALSO OVER 30 LIVE FRUIT FLIES NOTED ON KITCHEN WALLS, INSTRUCTED MGR TO ELIMINATE INSECTS ACTIVITY IN  ALL AFFECTED AREAS, PEST CONTROL SERVICE RECOMMENDED. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: All food and non-food contact equipment and utensils shall be smooth, easily cleanable, and durable, and shall be in good repair. 
MUST INSTALL A DIPPER WELL FOR ICE CREAM SCOOPS, CRACKS NOTED ON WALK-IN COOLERS CEILING CAUSING CONDENSATION AND DRIPPINGS INSTRUCTED TO SEAL CRACKS AND INSTALL A DIPPER WELL. | 29. PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090 - Comments: A separate and distinct offense shall be deemed to have been committed for each Minor violation that is not corrected upon re-inspection by the health authority. 
PREVIOUS MINOR VIOLATION NOT CORRECTED FROM REPORT #197500 DATED ON 06-21-10.  FOR VIOLATION # 32( MUST INSTALL A DIPPER WELL FOR ICE CREAM SCOOP, MUST SEAL CRACKS ON WALK-IN COOLER CEILING THATS CAUSING CONDENSATION AND DRIPPINGS.) INSTRUCTED TO CORRECT VIOLATIONS WITHIN GIVEN TIME FRAME | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair. 
FOOD SPILLS ON DEBRIS NOTED ON KITCHEN FLOORS UNDER PREP TABLE, INSTRUCTED TO CLEAN AND MAINTAIN. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: The walls and ceilings shall be in good repair and easily cleaned. 
HOLES NOTED IN WALK-IN COOLERS AND KITCHEN WALLS, INSTRUCTED TO SEAL.",41.88799988734853,-87.62256513255957,"(41.88799988734853, -87.62256513255957)"
1345388,FAT EDDIE'S EMPLOYEE CAFETERIA,FAT EDDIE'S EMPLOYEE CAFETERIA,1928,Restaurant,Risk 1 (High),151 E WACKER DR,CHICAGO,IL,60601,07/17/2013,Canvass,Fail,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST CLEAN AND SANITIZE FLOORS AND FLOOR DRAINS ON PREMISES. | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: DURING INSPECTION OBSERVED APPROXIMATELY 40 SMALL FLIES ON THE WALLS,  CEILINGS IN THE EMPLOYEE DINING ROOM AREA AND AROUND THE FLOOR DRAIN IN THE BEER COOLER ROOM. INSTRUCTED TO CLEAN AND SANITIZE ALL AFFECTED AREAS. RECOMMEND PEST CONTROL PROVIDE SERVICE PRIOR TO 6/24/2013.",41.88799988734853,-87.62256513255957,"(41.88799988734853, -87.62256513255957)"
197499,FAT EDDIE'S EMPLOYEE CAFETERIA,FAT EDDIE'S EMPLOYEE CAFETERIA,1928,Restaurant,Risk 1 (High),151 E WACKER DR,CHICAGO,IL,60601,06/21/2010,Canvass,Fail,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: All necessary control measures shall be used to effectively minimize or eliminate the presence of rodents, roaches, and other vermin and insects on the premises of all food establishments, in food-transporting vehicles, and in vending machines. 
FOUND ABOUT 9 LIVE GERMAN COCKROACHES UNDER PREP TABLE AT SERVICE LINE AT EMPLOYEES CAFETERIA, INSTRUCTED MGR TO ELIMINATE ROACHES, PEST CONTROL SERVICE RECOMMENDED. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair. 
FOOD DEBRIS NOTED UNDER PREP TABLE, INSTRUCTED TO CLEAN AND MAINTAIN. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: All food and non-food contact surfaces of equipment and all food storage utensils shall be thoroughly cleaned and sanitized daily. 
ICE DISPENSER OPENING NOT CLEAN AT DRINKING WATER STATION, INSTRUCTED MGR TO CLEAN AND MAINTAIN.",41.88799988734853,-87.62256513255957,"(41.88799988734853, -87.62256513255957)"
1689276,REGENCY CATERERS,WEST TOWER KITCHEN,1929,Restaurant,Risk 1 (High),151 E WACKER DR,CHICAGO,IL,60601,03/18/2016,Canvass,Fail,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: Non food contact surfaces of ice machine not clean, need detailed cleaning. 
Non food contact surfaces of cooking equipment, cooler shelving/racks in kosher prep area not clean, need detailed cleaning(crevices). 
Prep tables lower shelving not clean, need detailed cleaning(crevices). | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: Floors in walk in coolers under shelving not clean, need detailed cleaning(corners), floors in walk in cooler needs re-grouting. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: Missing/damaged ceiling tiles in kitchen prep area, rear kitchen area, shall be repaired/replaced. 
Walls that had peeling paint/gaps, in kitchen prep area shall be repaired/sealed | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: Missing light shields in kitchen prep are, rear kitchen area, shall be repaired/provided. | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: Found/observed front entrance/exit doors, and revolving doors not rodent proofed, doors had gaps on bottom of doors, ranging from 1/2 inch, to 1 inch gap, citation issued 7-38-020, Serious Violation.",41.88799988734853,-87.62256513255957,"(41.88799988734853, -87.62256513255957)"
1110351,STETSON'S,STETSON'S,1932,Restaurant,Risk 1 (High),151 E WACKER DR,CHICAGO,IL,60601,07/18/2013,Canvass,Fail,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: OBSERVED LIVE FRUIT FLIES ON THE WALLS AND CEILING OF THE DINING ROOM AND SUSHI PREP AREA.  APPROXIMATELY 23 LIVE FRUIT FLIES WERE OBSERVED IN THESE AREAS.  ADDITIONAL PEST CONTROL SERVICE IS NEEDED TO MINIMIZE OR ELIMINATE THE PEST ACTIVITY. SERIOUS VIOLATION 7-38-020. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED A MISSING COVER FOR THE ICE BIN BEHIND THE BAR.  MUST PROVIDE.",41.88799988734853,-87.62256513255957,"(41.88799988734853, -87.62256513255957)"
197498,STETSON'S,STETSON'S,1932,Restaurant,Risk 1 (High),151 E WACKER DR,CHICAGO,IL,60601,06/21/2010,Canvass,Fail,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: All necessary control measures shall be used to effectively minimize or eliminate the presence of rodents, roaches, and other vermin and insects on the premises of all food establishments, in food-transporting vehicles, and in vending machines. 
FOUND ABOUT 30 LIVE FRUIT FLIES SCATTERED IN KITCHEN AREA AND HALLWAY. 
INSTRUCTED MGR TO ELIMINATE FLIES, PEST CONTROL SERVICE RECOMMENDED. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair. 
STANDING WATER ALONG WALL BASE BEHIND PREP TABLE AND REFRIGERATORS, INSTRUCTED TO KEEP FLOOR DRY AS POSSIBLE.",41.88799988734853,-87.62256513255957,"(41.88799988734853, -87.62256513255957)"
1138717,HYATT REGENCY CHICAGO-J'S DELI,HYATT REGENCY CHICAGO-J'S DELI,1945,Restaurant,Risk 2 (Medium),151 E WACKER DR,CHICAGO,IL,60601,12/26/2012,Canvass,Out of Business,,41.88799988734853,-87.62256513255957,"(41.88799988734853, -87.62256513255957)"
409310,HYATT REGENCY CHICAGO-J'S DELI,HYATT REGENCY CHICAGO-J'S DELI,1945,Restaurant,Risk 2 (Medium),151 E WACKER DR,CHICAGO,IL,60601,10/06/2010,Canvass,Fail,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: All necessary control measures shall be used to effectively minimize or eliminate the presence of rodents, roaches, and other vermin and insects on the premises of all food establishments, in food-transporting vehicles, and in vending machines. 
FOUND ABOUT 8 LIVE COCKROACHES UNDER PREP COUNTER, INSTRUCTED MGR TO ELIMINATE INSECT ACTIVITY, PEST CONTROL SERVICE RECOMMENDED. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair. 
FOOD AND LIQUID SPILLS NOTED UNDER PREP COUNTER, INSTRUCTED TO CLEAN AND MAINTAIN.",41.88799988734853,-87.62256513255957,"(41.88799988734853, -87.62256513255957)"
1134431,MAC KELLY'S GREEN & THINGS INC,MAC KELLY'S GREEN & THINGS INC,2197,Restaurant,Risk 1 (High),177 N WELLS ST,CHICAGO,IL,60606,07/20/2012,Canvass,Out of Business,,41.88525719405359,-87.63376979601067,"(41.88525719405359, -87.63376979601067)"
1134592,ESTELLES KITCHEN,ESTELLES KITCHEN,3576,Restaurant,Risk 1 (High),305 W LAKE ST,CHICAGO,IL,60606,09/26/2012,Canvass,Out of Business,,41.885629086646105,-87.63558691270177,"(41.885629086646105, -87.63558691270177)"
1971066,CARMS SNACK SHOP,CARMS SNACK SHOP,3887,Restaurant,Risk 1 (High),1057 W POLK ST,CHICAGO,IL,60607,11/08/2016,Canvass,Fail,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: SMALL LIVE FLIES (OVER 10) NOTED IN FRONT DINING AREA ON WALLS. INSTD TO ELIMINATE FLIES, CLEAN AND SANITIZE ALL AFFECTED AREAS. RECOMMEND CONTACT PEST CONTROL SERVICE. CITATION ISSUED 7-38-020 SERIOUS. | 31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: SINGLE SERVICE UTENSILS IMPROPERLY STORED. INSTD TO STORE HANDLE UP. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: SMALL HOLES NOTED IN WALL BEHIND EXPOSED HANDSINK IN REAR. INSTD TO SEAL SAME. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: STOCK ON FLOOR. INSTD TO ELEVATE 6 INCHES. | 43. FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED - Comments: ICE SCOOP WITH HANDLE IMPROPERLY STORED IN ICE (LAYING IN ICE). INSTD TO STORE PROPERLY. | 45. FOOD HANDLER REQUIREMENTS MET - Comments: FOOD HANDLER REQUIREMENTS NOT MET. INSTD TO MEET PROPER REQUIREMENTS, RECORDS, LOGS AS REQUIRED. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: CUTTING BOARDS AT FRONT PREP AREA STAINED WITH DEEP, DARK GROOVES. INSTD TO REPLACE/REPAIR AND MAINTAIN CUTTING BOARDS.",41.87172647304121,-87.65348716348021,"(41.87172647304121, -87.65348716348021)"
1467393,CARMS SNACK SHOP,CARMS SNACK SHOP,3887,Restaurant,Risk 1 (High),1057 W POLK ST,CHICAGO,IL,60607,07/15/2014,Canvass,Fail,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: NOTED EVIDENCE OF INSECTS ON SITE. NOTED APPROXIMATELY 30-35 LIVE SMALL FLIES IN THE FRONT PREP AREA INSIDE THE 1 COMPARTMENT SINK,IN THE REAR PREP AREA, IN THE DINING AREA AND IN THE EMPLOYEE WASHROOM.  MUST REMOVE INSECTS,SANITIZE AFFECTED AREAS AND HAVE THE PEST CONTROL COMPANY SERVICE AREAS.  SERIOUS CITATION ISSUED 7-38-020 | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: MUST INSTALL AN EXPOSED HAND SINK IN THE REAR PREP AREA. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST DETAIL CLEAN THE VENTILATION HOOD ABOVE THE STOVE IN THE REAR PREP AREA.",41.87172647304121,-87.65348716348021,"(41.87172647304121, -87.65348716348021)"
